date,date_str,Tmax_día_x,Tmin_día_x,Tmedia_día_x,ΔTmax_1d,MA_Tmax_3d,DTR_x,HR_media_día_x,Punto_de_rocío_día_x (Td),Presión_media_día_x (SLP),ΔPresión_24h,Viento_vel_media_día_x,Viento_dir_sin(x),Viento_dir_cos(x),Nubosidad_media_día_x,Precipitación_acum_día_x,t_max_x+1,ciudad,doy_sin,doy_cos
1991-11-14,14-11-91,15.0,5.0,10.0,6.1,10.733333333333334,10.0,74.0,2.3,1014.8,3.5,2.8,-1.0,-1.8369701987210294e-16,8.0,0.0,15.6,new york,-0.7262249146041543,0.6874571793269664
1991-11-15,15-11-91,15.6,6.7,11.15,0.5999999999999996,13.166666666666666,8.899999999999999,82.0,4.8,1014.7,-0.099999999999909,2.35,-0.6691306063588582,-0.7431448254773942,78.0,0.4,16.7,new york,-0.7142921172691032,0.699847677146407
1991-11-16,16-11-91,16.7,5.6,11.15,1.0999999999999996,15.766666666666666,11.1,72.0,4.4,1011.0,-3.7000000000000455,3.62,-0.8386705679454243,0.5446390350150266,47.0,0.0,8.3,new york,-0.7021479494046978,0.7120310787787131
1991-11-17,17-11-91,8.3,1.7,5.0,-8.399999999999999,13.533333333333331,6.6000000000000005,50.0,-6.7,1021.9,10.899999999999975,3.81,-0.4694715627858908,0.8829475928589269,0.0,0.0,12.2,new york,-0.6897960046655887,0.7240037789593305
1991-11-18,18-11-91,12.2,2.8,7.5,3.899999999999999,12.4,9.4,63.0,-3.1,1021.7,-0.1999999999999318,1.71,-0.9510565162951536,-0.3090169943749475,58.0,0.0,18.9,new york,-0.6772399381909491,0.7357622347736527
1991-11-19,19-11-91,18.9,7.8,13.35,6.699999999999999,13.133333333333333,11.099999999999998,67.0,3.0,1019.2,-2.5,2.71,-0.8571673007021121,-0.5150380749100545,9.0,0.0,23.3,new york,-0.6644834655228552,0.7473029667054297
1991-11-20,20-11-91,23.3,11.7,17.5,4.400000000000002,18.133333333333336,11.6,83.0,10.1,1015.1,-4.100000000000023,3.35,-0.6819983600624984,-0.7313537016191706,13.0,0.0,20.6,new york,-0.6515303615068021,0.75862255966641
1991-11-21,21-11-91,20.6,16.1,18.35,-2.6999999999999997,20.933333333333334,4.5,91.0,14.1,1011.7,-3.3999999999999773,2.96,-0.7660444431189779,-0.6427876096865395,91.0,3.5,17.2,new york,-0.6383844591746642,0.769717664006921
1991-11-22,22-11-91,17.2,11.7,14.45,-3.400000000000002,20.36666666666667,5.5,98.0,14.3,1010.8,-0.900000000000091,2.5,0.9902680687415704,-0.1391731009600653,99.0,25.0,17.2,new york,-0.6250496486104377,0.7805849965070866
1991-11-23,23-11-91,17.2,11.7,14.45,0.0,18.33333333333333,5.5,88.0,11.3,1009.7,-1.099999999999909,2.4,-0.5446390350150271,-0.838670567945424,93.0,0.0,15.0,new york,-0.6115298757991053,0.7912213413483807
1991-11-24,24-11-91,15.0,4.4,9.7,-2.1999999999999997,16.46666666666667,10.6,78.0,7.5,1003.5,-6.2000000000000455,4.13,-0.7771459614569706,-0.6293203910498378,82.0,1.8,5.6,new york,-0.5978291414589552,0.801623551065242
1991-11-25,25-11-91,5.6,1.1,3.35,-9.4,12.6,4.5,51.0,-6.3,1009.9,6.399999999999977,5.37,-0.9902680687415704,-0.1391731009600658,22.0,0.0,5.6,new york,-0.5839514998576998,0.8117885474764613
1991-11-26,26-11-91,5.6,0.6,3.1,0.0,8.733333333333333,5.0,59.0,-6.0,1019.9,10.0,3.88,-0.9781476007338056,0.2079116908177594,28.0,0.0,5.6,new york,-0.5699010576127624,0.821713322596059
1991-11-27,27-11-91,5.6,0.0,2.8,0.0,5.6,5.6,69.0,-4.4,1027.5,7.600000000000023,2.18,-0.5299192642332048,-0.8480480961564261,42.0,0.0,10.0,new york,-0.5556819724760489,0.8313949395234058
1991-11-28,28-11-91,10.0,4.4,7.2,4.4,7.066666666666666,5.6,74.0,-0.6,1022.0,-5.5,3.01,-0.754709580222772,-0.6560590289905073,75.0,0.0,18.9,new york,-0.5412984521036173,0.8408305333122887
1991-11-29,29-11-91,18.9,9.4,14.15,8.899999999999999,11.5,9.499999999999998,68.0,3.9,1017.9,-4.100000000000023,2.42,-0.7313537016191705,-0.6819983600624986,84.0,0.0,21.1,new york,-0.5267547528105542,0.8500173118187018
1991-11-30,30-11-91,21.1,8.3,14.7,2.200000000000003,16.666666666666668,12.8,81.0,8.7,1016.5,-1.3999999999999773,3.76,-0.374606593415912,-0.9271838545667874,97.0,0.8,18.9,new york,-0.5120551783114646,0.8589525565270845
1991-12-01,01-12-91,18.9,10.0,14.45,-2.200000000000003,19.633333333333333,8.899999999999999,94.0,11.7,1014.5,-2.0,2.14,-0.961261695938319,-0.2756373558169989,100.0,8.3,11.1,new york,-0.4972040784469378,0.8676336233547726
1991-12-02,02-12-91,11.1,5.6,8.35,-7.799999999999999,17.033333333333335,5.5,78.0,4.8,1015.1,0.6000000000000227,2.33,0.1564344650402308,0.9876883405951378,100.0,10.2,9.4,new york,-0.4822058478963526,0.8760579434344281
1991-12-03,03-12-91,9.4,5.0,7.2,-1.6999999999999993,13.133333333333333,4.4,96.0,8.4,1001.8,-13.300000000000068,4.33,0.9205048534524404,0.3907311284892737,100.0,36.5,8.3,new york,-0.4670649248774303,0.8842230238742036
1991-12-04,04-12-91,8.3,-2.2,3.0500000000000003,-1.0999999999999996,9.6,10.5,61.0,-4.0,1000.0,-1.7999999999999543,6.34,-0.9659258262890684,0.2588190451025203,63.0,1.1,0.0,new york,-0.451785789832884,0.8921264484954345
1991-12-05,05-12-91,0.0,-3.3,-1.65,-8.3,5.900000000000001,3.3,46.0,-12.1,1020.6,20.600000000000023,4.54,-0.9993908270190958,0.0348994967025012,60.0,0.2,6.1,new york,-0.4363729641045924,0.8997658785476209
1991-12-06,06-12-91,6.1,-2.8,1.65,6.1,4.8,8.899999999999999,65.0,-4.1,1015.2,-5.399999999999977,3.69,-0.8910065241883678,-0.4539904997395469,76.0,2.3,11.1,new york,-0.4208310085956556,0.9071390534005044
1991-12-07,07-12-91,11.1,1.1,6.1,5.0,5.733333333333333,10.0,76.0,-0.3,1013.5,-1.7000000000000457,2.97,-0.6293203910498376,-0.7771459614569708,82.0,0.0,15.0,new york,-0.4051645224207563,0.9142437912130223
1991-12-08,08-12-91,15.0,7.8,11.4,3.9,10.733333333333334,7.2,83.0,4.7,1013.7,0.2000000000000454,2.32,-0.587785252292473,-0.8090169943749476,57.0,0.0,17.8,new york,-0.3893781415452015,0.9210779895789526
1991-12-09,09-12-91,17.8,6.7,12.25,2.8000000000000007,14.633333333333333,11.1,86.0,8.9,1007.2,-6.5,3.17,-0.992546151641322,-0.1218693434051471,79.0,13.1,8.9,new york,-0.3734765374130707,0.9276396261490468
1991-12-10,10-12-91,8.9,5.6,7.25,-8.9,13.9,3.3000000000000007,82.0,1.5,1014.7,7.5,2.91,-0.3907311284892739,0.9205048534524404,31.0,7.8,11.7,new york,-0.3574644155648614,0.9339267592294762
1991-12-11,11-12-91,11.7,4.4,8.05,2.799999999999999,12.8,7.299999999999999,80.0,1.6,1020.2,5.5,3.08,-0.7880107536067221,-0.6156614753256581,39.0,0.0,12.2,new york,-0.3413465142450361,0.9399375283564132
1991-12-12,12-12-91,12.2,7.2,9.7,0.5,10.933333333333332,4.999999999999999,85.0,4.3,1022.4,2.199999999999932,2.15,0.8660254037844387,-0.4999999999999998,73.0,0.1,13.9,new york,-0.3251276029999093,0.9456701548465688
1991-12-13,13-12-91,13.9,11.1,12.5,1.700000000000001,12.6,2.8000000000000007,86.0,8.7,1012.1,-10.299999999999956,3.38,-0.6427876096865393,-0.766044443118978,97.0,3.6,16.7,new york,-0.3088124812662537,0.9511229423235356
1991-12-14,14-12-91,16.7,3.9,10.3,2.799999999999999,14.266666666666666,12.8,87.0,8.9,1002.2,-9.899999999999975,4.52,-0.8987940462991668,-0.4383711467890777,85.0,2.5,3.9,new york,-0.2924059769510773,0.956294277219772
1991-12-15,15-12-91,3.9,1.7,2.8,-12.8,11.5,2.2,40.0,-10.6,1010.4,8.199999999999932,6.35,-0.9986295347545738,-0.0523359562429443,40.0,0.0,2.2,new york,-0.2759129450029604,0.9611826292540836
1991-12-16,16-12-91,2.2,-3.9,-0.8499999999999999,-1.6999999999999995,7.600000000000001,6.1,46.0,-12.0,1015.9,5.5,5.09,-0.9563047559630354,0.2923717047227367,36.0,0.1,6.1,new york,-0.2593382659754056,0.9657865518844574
1991-12-17,17-12-91,6.1,-5.0,0.5499999999999998,3.9,4.0666666666666655,11.1,56.0,-9.0,1015.9,0.0,2.79,-0.1908089953765447,-0.981627183447664,55.0,0.0,3.3,new york,-0.2426868445825954,0.9701046827361176
1991-12-18,18-12-91,3.3,-7.2,-1.95,-2.8,3.866666666666665,10.5,60.0,-8.7,1015.5,-0.3999999999999772,5.09,-0.8829475928589271,0.4694715627858904,16.0,0.0,-1.7,new york,-0.225963608248019,0.974135744004672
1991-12-19,19-12-91,-1.7,-9.4,-5.55,-5.0,2.5666666666666664,7.7,43.0,-16.8,1032.6,17.09999999999991,5.24,-0.529919264233205,0.848048096156426,3.0,0.0,3.3,new york,-0.2091735056463563,0.9778785428342386
1991-12-20,20-12-91,3.3,-3.9,-0.3,5.0,1.633333333333333,7.199999999999999,61.0,-8.7,1032.5,-0.099999999999909,3.16,-0.9396926207859084,0.342020143325669,49.0,0.0,6.7,new york,-0.1923215052390948,0.9813319716704276
1991-12-21,21-12-91,6.7,1.7,4.2,3.4000000000000004,2.766666666666667,5.0,61.0,-4.9,1014.8,-17.700000000000045,4.23,-0.9961946980917455,-0.0871557427476582,62.0,1.0,8.3,new york,-0.1754125938042784,0.9844950085880858
1991-12-22,22-12-91,8.3,3.3,5.800000000000001,1.6000000000000003,6.1000000000000005,5.000000000000001,69.0,-3.5,1011.8,-3.0,3.19,-0.9743700647852352,-0.2249510543438652,14.0,0.0,7.2,new york,-0.1584517749608363,0.9873667175937016
1991-12-23,23-12-91,7.2,3.9,5.55,-1.1000000000000003,7.400000000000001,3.3000000000000003,82.0,-0.6,1001.9,-9.899999999999975,2.6,-0.9455185755993168,-0.3255681544571566,64.0,1.4,6.1,new york,-0.141444067687942,0.989946248902378
1991-12-24,24-12-91,6.1,-2.2,1.95,-1.1000000000000003,7.2,8.3,67.0,-5.8,1004.1,2.200000000000045,3.78,-0.6819983600624983,0.7313537016191707,16.0,0.0,4.4,new york,-0.1243945048397999,0.9922328391893008
1991-12-25,25-12-91,4.4,-2.2,1.1,-1.6999999999999993,5.9,6.6000000000000005,61.0,-7.5,1016.5,12.399999999999975,2.74,-0.9563047559630354,0.2923717047227367,57.0,0.0,3.3,new york,-0.1073081316563624,0.994225811815616
1991-12-26,26-12-91,3.3,-3.3,0.0,-1.1000000000000003,4.6000000000000005,6.6,68.0,-6.5,1025.4,8.900000000000091,1.78,-0.6018150231520484,-0.7986355100472928,28.0,0.0,7.8,new york,-0.0901900042703451,0.99592457702866
1991-12-27,27-12-91,7.8,2.2,5.0,4.5,5.166666666666667,5.6,76.0,-3.0,1026.0,0.599999999999909,2.7,-0.7547095802227722,0.656059028990507,20.0,0.0,10.0,new york,-0.0730451882110474,0.9973286321364752
1991-12-28,28-12-91,10.0,0.6,5.3,2.2,7.033333333333334,9.4,72.0,-4.2,1024.6,-1.400000000000091,1.95,-0.9702957262759964,-0.2419218955996677,69.0,0.0,9.4,new york,-0.0558787569053731,0.9984375616565666
1991-12-29,29-12-91,9.4,5.0,7.2,-0.5999999999999996,9.066666666666666,4.4,92.0,4.2,1006.2,-18.399999999999864,2.24,0.7071067811865475,0.7071067811865476,100.0,11.8,6.7,new york,-0.0386957901765268,0.999251037438848
1991-12-30,30-12-91,6.7,-1.7,2.5,-2.7,8.7,8.4,72.0,-3.3,1013.2,7.0,4.64,-0.0697564737441256,0.9975640502598242,54.0,2.4,2.2,new york,-0.0215013727408137,0.999768818762748
1991-12-31,31-12-91,2.2,-3.9,-0.8499999999999999,-4.5,6.100000000000001,6.1,56.0,-10.2,1031.5,18.299999999999955,2.03,-0.0348994967025008,0.9993908270190958,0.0,0.0,7.2,new york,-0.0043005927029819,0.9999907524084426
1992-01-01,01-01-92,7.2,-1.1,3.05,5.0,5.366666666666667,8.3,66.0,-7.8,1030.2,-1.2999999999999543,1.91,-0.9455185755993168,-0.3255681544571566,10.0,0.0,8.3,new york,0.0172015754182605,0.9998520419557736
1992-01-02,02-01-92,8.3,3.3,5.800000000000001,1.1000000000000003,5.900000000000001,5.000000000000001,85.0,-0.8,1026.0,-4.2000000000000455,1.67,0.2588190451025207,0.9659258262890684,81.0,0.0,7.8,new york,0.034398060613608,0.9994082116062598
1992-01-03,03-01-92,7.8,5.0,6.4,-0.5000000000000009,7.766666666666667,2.8,86.0,4.0,1019.5,-6.5,4.47,0.8746197071393957,0.4848096202463371,95.0,0.0,7.2,new york,0.0515843668694083,0.9986686402879996
1992-01-04,04-01-92,7.2,5.0,6.1,-0.5999999999999996,7.766666666666668,2.2,91.0,5.0,1007.0,-12.5,7.09,0.7431448254773942,0.6691306063588582,100.0,11.8,11.1,new york,0.0687554084811394,0.9976335468520452
1992-01-05,05-01-92,11.1,4.4,7.75,3.9,8.700000000000001,6.699999999999999,80.0,2.6,1002.4,-4.600000000000023,4.57,-0.3583679495453007,0.9335804264972016,63.0,0.0,7.8,new york,0.0859061042613327,0.9963032375991964
1992-01-06,06-01-92,7.8,3.3,5.55,-3.3,8.7,4.5,72.0,-1.6,1003.0,0.6000000000000227,3.64,-0.8571673007021123,0.5150380749100542,61.0,0.0,7.8,new york,0.1030313790431787,0.9946781061893646
1992-01-07,07-01-92,7.8,3.3,5.55,0.0,8.9,4.5,62.0,-3.9,1008.1,5.100000000000023,4.54,-0.9135454576426012,0.4067366430757997,9.0,0.0,6.1,new york,0.1201261651823505,0.9927586335250792
1992-01-08,08-01-92,6.1,1.1,3.6,-1.7000000000000002,7.233333333333333,5.0,60.0,-5.8,1016.9,8.799999999999955,3.21,-0.7771459614569708,0.6293203910498375,19.0,0.0,6.7,new york,0.1371854040566005,0.9905453876091832
1992-01-09,09-01-92,6.7,0.6,3.65,0.6000000000000005,6.866666666666666,6.1000000000000005,89.0,0.5,1010.1,-6.7999999999999545,2.11,-0.2249510543438649,-0.9743700647852352,92.0,2.8,7.8,new york,0.1542040475626894,0.988039023376751
1992-01-10,10-01-92,7.8,2.2,5.0,1.0999999999999996,6.866666666666667,5.6,78.0,-1.4,1000.6,-9.5,3.64,-0.90630778703665,0.4226182617406996,54.0,0.0,3.9,new york,0.1711770596101998,0.985240282501282
1992-01-11,11-01-92,3.9,0.0,1.95,-3.9,6.133333333333333,3.9,54.0,-7.8,1006.7,6.100000000000023,3.96,-0.8191520442889918,0.573576436351046,47.0,0.0,6.7,new york,0.1880994176117975,0.9821499931752292
1992-01-12,12-01-92,6.7,-1.1,2.8,2.8000000000000003,6.133333333333333,7.800000000000001,73.0,-3.4,1014.8,8.099999999999909,2.03,-0.6293203910498376,-0.7771459614569708,31.0,0.0,14.4,new york,0.2049661139694953,0.9787690698649216
1992-01-13,13-01-92,14.4,5.6,10.0,7.7,8.333333333333334,8.8,79.0,2.6,1006.0,-8.799999999999955,2.22,-0.5446390350150271,-0.838670567945424,70.0,0.0,15.6,new york,0.2217721575564818,0.975098513039961
1992-01-14,14-01-92,15.6,1.7,8.65,1.1999999999999993,12.233333333333334,13.9,80.0,5.0,985.8,-20.200000000000045,6.18,-0.6691306063588582,-0.7431448254773942,69.0,7.3,1.7,new york,0.2385125751940764,0.9711394088771652
1992-01-15,15-01-92,1.7,-5.6,-1.95,-13.9,10.566666666666666,7.3,40.0,-14.9,1003.4,17.600000000000023,5.89,-0.90630778703665,0.4226182617406996,18.0,0.0,-1.7,new york,0.2551824131233728,0.966892928939152
1992-01-16,16-01-92,-1.7,-8.3,-5.0,-3.4,5.2,6.6000000000000005,45.0,-16.4,1003.8,0.3999999999999772,5.73,-0.8660254037844386,0.5000000000000001,62.0,0.3,1.7,new york,0.2717767384711357,0.9623603298276544
1992-01-17,17-01-92,1.7,-9.4,-3.85,3.4,0.5666666666666661,11.1,46.0,-14.5,1005.1,1.3000000000000682,4.53,-0.8660254037844384,-0.5000000000000004,47.0,0.0,1.1,new york,0.2882906407095177,0.957542952811672
1992-01-18,18-01-92,1.1,-9.4,-4.15,-0.5999999999999999,0.3666666666666667,10.5,42.0,-14.9,1010.5,5.399999999999977,5.41,-0.9659258262890684,0.2588190451025203,33.0,0.0,-5.6,new york,0.3047192331091634,0.9524422234305676
1992-01-19,19-01-92,-5.6,-11.1,-8.35,-6.699999999999999,-0.9333333333333332,5.5,36.0,-21.3,1019.7,9.200000000000044,3.68,-0.9902680687415704,0.1391731009600654,21.0,0.0,-1.7,new york,0.321057654185271,0.9470596510722284
1992-01-20,20-01-92,-1.7,-7.8,-4.75,3.9,-2.066666666666667,6.1,52.0,-13.6,1011.4,-8.300000000000068,2.58,-0.9510565162951536,-0.3090169943749475,73.0,0.4,3.9,new york,0.3373010691361842,0.9413968285264122
1992-01-21,21-01-92,3.9,-4.4,-0.2500000000000002,5.6,-1.133333333333333,8.3,59.0,-9.9,1011.5,0.1000000000000227,2.43,-0.992546151641322,-0.1218693434051471,44.0,0.0,3.3,new york,0.3534446712740877,0.9354554315134164
1992-01-22,22-01-92,3.3,0.6,1.95,-0.6000000000000001,1.8333333333333333,2.7,68.0,-7.3,1021.1,9.600000000000025,2.36,0.7771459614569709,0.6293203910498375,62.0,0.0,13.9,new york,0.3694836834473831,0.9292372181882051
1992-01-23,23-01-92,13.9,1.7,7.8,10.6,7.033333333333334,12.2,92.0,6.4,1003.3,-17.800000000000068,4.72,0.3583679495453002,-0.9335804264972016,99.0,21.2,10.6,new york,0.3854133594543256,0.9227440286201428
1992-01-24,24-01-92,10.6,-2.8,3.9,-3.3000000000000007,9.266666666666667,13.4,65.0,-3.8,993.9,-9.399999999999975,6.49,-0.992546151641322,-0.1218693434051471,50.0,1.4,-2.2,new york,0.4012289854475009,0.9159777842484876
1992-01-25,25-01-92,-2.2,-5.6,-3.9,-12.8,7.433333333333334,3.3999999999999995,38.0,-16.8,1015.2,21.300000000000068,4.3,-0.945518575599317,0.3255681544571563,53.0,0.1,-1.1,new york,0.4169258813287287,0.908940487313808
1992-01-26,26-01-92,-1.1,-5.6,-3.35,1.1,2.433333333333333,4.5,53.0,-12.7,1022.0,6.7999999999999545,2.47,-0.6293203910498378,0.7771459614569706,48.0,1.0,2.2,new york,0.4324994021339788,0.901634220265486
1992-01-27,27-01-92,2.2,-5.0,-1.4,3.3000000000000003,-0.3666666666666661,7.2,60.0,-9.9,1028.0,6.0,2.12,-0.3583679495453004,-0.9335804264972016,63.0,0.0,3.9,new york,0.4479449394078911,0.8940611451454876
1992-01-28,28-01-92,3.9,-1.1,1.4,1.6999999999999995,1.6666666666666667,5.0,78.0,-4.3,1024.2,-3.7999999999999545,2.03,0.7071067811865475,0.7071067811865476,16.0,0.0,9.4,new york,0.4632579225674917,0.88622350294858
1992-01-29,29-01-92,9.4,-1.1,4.15,5.5,5.166666666666667,10.5,77.0,-3.4,1018.7,-5.5,2.21,-0.992546151641322,0.1218693434051476,2.0,0.0,8.3,new york,0.4784338202547012,0.8781236129591848
1992-01-30,30-01-92,8.3,-0.6,3.850000000000001,-1.0999999999999996,7.2,8.9,77.0,-2.3,1009.5,-9.200000000000044,1.88,-0.7986355100472928,-0.6018150231520483,63.0,0.0,7.8,new york,0.4934681416772373,0.8697638720650646
1992-01-31,31-01-92,7.8,2.8,5.3,-0.5000000000000009,8.500000000000002,5.0,76.0,-1.0,999.1,-10.399999999999975,2.51,-0.7660444431189781,0.6427876096865393,93.0,0.3,2.8,new york,0.5083564379375122,0.8611467540480452
1992-02-01,01-02-92,2.8,-4.4,-0.8000000000000003,-5.0,6.3,7.2,54.0,-9.4,1002.3,3.199999999999932,6.26,-0.5000000000000004,0.8660254037844384,32.0,0.0,3.3,new york,0.5230943033491326,0.8522748088519838
1992-02-02,02-02-92,3.3,-5.0,-0.8500000000000001,0.5,4.633333333333333,8.3,44.0,-13.4,1007.9,5.600000000000023,6.13,-0.6691306063588581,0.7431448254773942,16.0,0.0,6.1,new york,0.5376773767406141,0.8431506618282
1992-02-03,03-02-92,6.1,-4.4,0.8499999999999996,2.8,4.066666666666666,10.5,38.0,-14.3,1010.8,2.8999999999999773,4.3,-0.544639035015027,0.838670567945424,0.0,0.0,5.6,new york,0.5521013427459208,0.8337770129585915
1992-02-04,04-02-92,5.6,-1.1,2.25,-0.5,4.999999999999999,6.699999999999999,49.0,-9.5,1004.6,-6.199999999999932,3.08,-0.874619707139396,-0.4848096202463368,64.0,0.2,2.8,new york,0.5663619330814524,0.8241566360566663
1992-02-05,05-02-92,2.8,-2.8,0.0,-2.8,4.833333333333333,5.6,48.0,-11.1,1005.1,0.5,5.73,-0.7660444431189781,0.6427876096865393,8.0,0.0,1.7,new york,0.580454927809098,0.8142923779467267
1992-02-06,06-02-92,1.7,-3.9,-1.1,-1.1,3.3666666666666667,5.6,57.0,-9.9,1010.3,5.199999999999932,1.71,0.9612616959383188,-0.275637355816999,2.0,0.0,2.8,new york,0.5943761565849831,0.804187157621448
1992-02-07,07-02-92,2.8,-2.2,0.2999999999999998,1.1,2.433333333333333,5.0,75.0,-3.6,1002.2,-8.099999999999909,3.19,0.766044443118978,0.6427876096865394,95.0,0.0,2.8,new york,0.6081214998935418,0.7938439653781019
1992-02-08,08-02-92,2.8,-0.6,1.1,0.0,2.433333333333333,3.4,85.0,-2.0,1000.8,-1.400000000000091,2.41,-0.529919264233205,0.848048096156426,89.0,3.0,-0.6,new york,0.6216868902665479,0.7832658619336791
1992-02-09,09-02-92,-0.6,-6.7,-3.65,-3.4,1.6666666666666667,6.1000000000000005,42.0,-16.5,1016.2,15.400000000000093,5.5,-0.9335804264972016,0.3583679495453004,6.0,0.0,-1.7,new york,0.6350683134867438,0.7724559775191742
1992-02-10,10-02-92,-1.7,-8.9,-5.3,-1.1,0.1666666666666666,7.2,46.0,-16.4,1031.4,15.200000000000044,2.43,-0.7660444431189779,-0.6427876096865395,0.0,0.0,9.4,new york,0.6482618097757122,0.7614175109532997
1992-02-11,11-02-92,9.4,-2.2,3.6,11.1,2.3666666666666667,11.6,64.0,-5.7,1019.7,-11.700000000000044,3.52,-0.90630778703665,-0.4226182617406991,75.0,0.0,-1.7,new york,0.6612634749656386,0.7501537286959042
1992-02-12,12-02-92,-1.7,-9.4,-5.55,-11.1,2.0,7.7,32.0,-21.0,1027.3,7.599999999999909,4.15,-0.4694715627858908,0.8829475928589269,16.0,0.0,1.1,new york,0.6740694616546161,0.7386679638813748
1992-02-13,13-02-92,1.1,-6.1,-2.5,2.8,2.9333333333333336,7.199999999999999,58.0,-11.2,1020.3,-7.0,1.84,-0.1736481776669304,-0.984807753012208,93.0,1.6,6.7,new york,0.6866759803451553,0.726963615332308
1992-02-14,14-02-92,6.7,0.0,3.35,5.6,2.0333333333333337,6.7,76.0,-2.6,1012.3,-8.0,2.54,-0.7547095802227722,0.656059028990507,30.0,2.0,9.4,new york,0.6990793005655562,0.7150441465537444
1992-02-15,15-02-92,9.4,0.6,5.0,2.7,5.733333333333334,8.8,89.0,1.1,1013.5,1.2000000000000457,2.8,0.7986355100472927,-0.6018150231520484,90.0,11.8,11.7,new york,0.7112757519738152,0.7029130847082615
1992-02-16,16-02-92,11.7,4.4,8.05,2.299999999999999,9.266666666666666,7.299999999999999,81.0,3.9,1002.5,-11.0,3.91,-0.9986295347545738,-0.0523359562429443,68.0,2.7,10.6,new york,0.7232617254437388,0.6905740195722294
1992-02-17,17-02-92,10.6,2.8,6.699999999999999,-1.0999999999999996,10.566666666666666,7.8,73.0,-1.9,1021.6,19.100000000000023,1.97,-0.9510565162951536,0.3090169943749472,55.0,0.0,5.6,new york,0.7350336741329412,0.6780306024735382
1992-02-18,18-02-92,5.6,2.8,4.199999999999999,-5.0,9.3,2.8,94.0,2.6,1018.3,-3.300000000000068,2.59,0.8910065241883678,0.4539904997395468,99.0,1.4,11.7,new york,0.746588114532413,0.6652865452111116
1992-02-19,19-02-92,11.7,4.4,8.05,6.1,9.3,7.299999999999999,93.0,5.5,1006.9,-11.399999999999975,2.17,-0.9510565162951536,-0.3090169943749475,81.0,0.3,9.4,new york,0.7579216274973472,0.6523456189565257
1992-02-20,20-02-92,9.4,3.3,6.35,-2.299999999999999,8.9,6.1000000000000005,75.0,-0.1,1011.7,4.800000000000068,3.58,-0.9135454576426012,0.4067366430757997,37.0,0.0,10.0,new york,0.7690308592589181,0.6392116531380588
1992-02-21,21-02-92,10.0,2.2,6.1,0.5999999999999996,10.366666666666667,7.8,66.0,-3.1,1018.9,7.199999999999932,3.82,-0.9993908270190958,-0.0348994967025007,41.0,0.0,7.8,new york,0.7799125224167177,0.6258885343075018
1992-02-22,22-02-92,7.8,0.6,4.2,-2.2,9.066666666666666,7.2,77.0,-0.5,1023.0,4.100000000000023,2.1,0.5150380749100544,-0.8571673007021122,91.0,0.4,16.1,new york,0.7905633969115482,0.612380204990065
1992-02-23,23-02-92,16.1,3.3,9.7,8.3,11.300000000000002,12.8,84.0,4.6,1015.5,-7.5,2.18,0.1736481776669303,0.984807753012208,75.0,0.0,4.4,new york,0.8009803309782905,0.5986906625177214
1992-02-24,24-02-92,4.4,2.2,3.3000000000000003,-11.7,9.433333333333332,2.2,84.0,0.7,1019.3,3.7999999999999545,4.01,0.8910065241883678,0.4539904997395468,99.0,2.9,2.8,new york,0.8111602420785621,0.5848239578463322
1992-02-25,25-02-92,2.8,1.7,2.25,-1.6000000000000003,7.766666666666667,1.1,91.0,0.7,1016.6,-2.699999999999932,3.55,0.848048096156426,0.5299192642332049,100.0,3.4,5.6,new york,0.8211001178128892,0.5707841943569036
1992-02-26,26-02-92,5.6,1.1,3.35,2.8,4.266666666666667,4.5,83.0,0.2,997.6,-19.0,3.44,-0.4383711467890778,0.8987940462991668,92.0,14.0,8.3,new york,0.8307970168121247,0.5565755266413303
1992-02-27,27-02-92,8.3,1.7,5.0,2.700000000000001,5.566666666666667,6.6000000000000005,63.0,-3.9,998.7,1.1000000000000227,4.76,-0.9781476007338056,-0.2079116908177598,34.0,0.0,10.6,new york,0.8402480696078469,0.5422021592729844
1992-02-28,28-02-92,10.6,3.3,6.949999999999999,2.299999999999999,8.166666666666666,7.3,72.0,0.2,998.5,-0.2000000000000454,3.12,-0.4383711467890774,-0.8987940462991669,63.0,0.1,10.0,new york,0.8494504794814806,0.527668345562516
1992-02-29,29-02-92,10.0,-7.2,1.4,-0.5999999999999996,9.633333333333336,17.2,46.0,-13.3,1001.2,2.700000000000045,7.3,-0.7071067811865477,0.7071067811865474,45.0,2.7,13.3,new york,0.8584015232918917,0.512978386299228
1992-03-01,01-03-92,13.3,-7.2,3.0500000000000003,3.3000000000000007,11.3,20.5,44.0,-9.7,1011.6,10.399999999999975,4.82,-0.8910065241883678,-0.4539904997395469,15.0,0.0,8.9,new york,0.8670985522812081,0.4981366284784055
1992-03-02,02-03-92,8.9,1.7,5.3,-4.4,10.733333333333334,7.2,71.0,-3.1,1018.8,7.199999999999932,3.32,0.9510565162951536,0.3090169943749474,67.0,0.0,5.0,new york,0.8755389928586302,0.4831474640149687
1992-03-03,03-03-92,5.0,1.1,3.05,-3.9,9.066666666666666,3.9,84.0,-0.2,1019.0,0.2000000000000454,2.43,0.754709580222772,0.6560590289905073,87.0,0.0,9.4,new york,0.8837203473619977,0.4680153284438345
1992-03-04,04-03-92,9.4,2.2,5.800000000000001,4.4,7.766666666666667,7.2,85.0,0.1,1022.5,3.5,1.85,-0.1736481776669304,-0.984807753012208,44.0,0.0,13.9,new york,0.8916401947968874,0.452744699607371
