feature_a,feature_b,pearson_corr
Tmean_so_far_23h_x,tmax_ma3_completed,0.9196425068121077
Tmin_so_far_23h_x,tmax_ma7_completed,0.9195619200377751
Td_min_00_23h_x,Vapor_pressure_23h,0.9195471549115937
climatology_tmax_p90_doy_plus1,Temp_23h_ma3,0.9190482219200686
Temp_12h_x,Td_mean_00_23h_x,0.9184962790198915
tmax_lag3,tmax_min7_completed,0.9184745377765071
Temp_06h_x,Td_min_00_23h_x,0.9183427443400373
tmax_lag7,tmin_ma7_completed,0.9183254197543669
Temp_23h_x,Td_23h_x,0.9183086334803565
tmax_lag3,tmax_ma14_completed,0.9179772154854098
climatology_tmax_p90_doy,tmax_ma3_completed,0.9178313536152041
MA_Tmax_3d_asof_23h,climatology_tmax_p90_doy,0.9178133151796648
tmax_lag1,td_ma3,0.9178059278430636
climatology_tmax_p90_doy_plus1,tmin_ma3_completed,0.9177644803718699
tmean_lag2,tmax_max7_completed,0.9175796706503748
Temp_12h_x,tmin_lag1,0.9171330286823196
Tmean_so_far_23h_x,tmean_ma7,0.9169640364842543
Tmax_so_far_23h_x,tmax_lag1,0.9167632269779731
Tmax_so_far_23h_x,tmin_lag1,0.9163494115683428
tmax_lag1,tmean_ma7,0.9161618923232611
MA_Tmax_3d_asof_23h,climatology_tmax_p90_doy_plus1,0.9161601654271792
climatology_tmax_p90_doy_plus1,tmax_ma3_completed,0.9159956900519091
Tmin_so_far_23h_x,tmean_ma14_completed,0.9158675084684591
Tmin_so_far_23h_x,tmax_ma14_completed,0.915737062974626
Td_mean_00_23h_x,Vapor_pressure_23h,0.9155572634833565
tmax_lag2,tmax_min7_completed,0.9154505050469849
Tmean_so_far_23h_x,tmax_ma7_completed,0.915416085472072
tmax_ma3_completed,td_ma3,0.9151875559530683
tmax_max7_completed,Temp_23h_ma3,0.9151790577235294
Tmean_so_far_23h_x,Td_min_00_23h_x,0.9151333428097697
Tmin_so_far_23h_x,tmax_min7_completed,0.914969424706301
climatology_tmin_doy_plus1,tmin_lag1,0.9149360345375687
Temp_12h_x,td_ma3,0.9148983216016506
tmax_std7_completed,tmean_std7_completed,0.9148465325927628
Td_mean_00_23h_x,Temp_23h_ma3,0.9146668020836668
tmax_lag1,tmax_lag2,0.9146336402943268
tmax_lag2,tmax_lag3,0.914630789662558
tmax_lag1,tmin_lag2,0.9145727453705396
tmax_lag2,tmin_lag3,0.9145678884406199
SLP_change_last_3h,SLP_change_last_6h,0.9144167961893643
climatology_tmin_doy_plus1,tmin_lag2,0.9143126715366474
tmin_lag2,td_ma3,0.9141932103648057
Temp_min_last_6h,td_ma3,0.9141639609561064
Temp_23h_x,Td_mean_last_6h,0.9141322751100955
Tmin_so_far_23h_x,climatology_tmin_doy_plus1,0.9134579203045797
Temp_06h_x,tmax_ma3_completed,0.9134087847038131
Tmin_so_far_23h_x,Td_mean_last_6h,0.9133517586191167
Td_23h_x,Temp_min_last_6h,0.913278738689246
Temp_23h_x,td_ma3,0.9131525100692989
climatology_tmin_doy_plus1,tmin_lag3,0.9131094908083619
tmax_lag3,tmax_max7_completed,0.9129569662842721
tmax_lag2,tmax_ma14_completed,0.9128382380873519
tmax_lag3,tmean_ma14_completed,0.9127205080240743
Tmean_so_far_23h_x,tmin_ma7_completed,0.9125375991635623
climatology_tmean_doy_plus1,tmin_lag1,0.9124350758523111
Temp_12h_x,tmax_lag1,0.9122996150095113
Temp_mean_last_6h,td_ma3,0.9116173429312309
Tmin_so_far_23h_x,climatology_tmean_doy_plus1,0.9116038095435594
climatology_tmean_doy_plus1,tmin_lag2,0.911257741901779
Tmax_so_far_23h_x,td_ma3,0.9111523644790297
MA_Tmax_3d_asof_23h,tmean_lag3,0.9110957240614735
climatology_tmin_doy_plus1,tmean_lag2,0.910918070579379
climatology_tmin_doy_plus1,tmean_lag1,0.9108804523430847
climatology_tmax_doy,tmin_lag1,0.9108210498139546
climatology_tmax_doy,tmax_max7_completed,0.9107623360868143
Tmean_so_far_23h_x,tmax_ma14_completed,0.9107501119234457
climatology_tmin_doy_plus1,tmean_lag3,0.9103750876460365
Tmin_so_far_23h_x,climatology_tmax_doy,0.9103505088267972
Tmean_so_far_23h_x,climatology_tmin_doy_plus1,0.9102097192575757
Temp_21h_x,td_ma3,0.9101023372311386
climatology_tmax_p10_doy,tmin_lag1,0.9100507186220158
climatology_tmean_doy_plus1,tmean_lag1,0.9099513633371505
Temp_mean_last_6h,tmean_lag1,0.9099388773022822
tmax_lag7,tmax_min7_completed,0.9099098639492497
climatology_tmean_doy_plus1,tmax_max7_completed,0.9099090542546389
Temp_min_last_6h,Td_mean_last_6h,0.9098258814669355
Temp_18h_x,tmean_lag1,0.909754179886511
Tmin_so_far_23h_x,Td_23h_x,0.90971934904485
climatology_tmax_doy_plus1,tmax_max7_completed,0.9095016975031908
tmax_lag2,tmax_max7_completed,0.9094938517640694
climatology_tmean_doy_plus1,tmin_lag3,0.90948621420821
climatology_tmean_doy_plus1,tmean_lag2,0.9094707482478434
Temp_23h_x,Td_mean_00_23h_x,0.9094580210035224
Tmin_so_far_23h_x,climatology_tmax_p10_doy,0.909414441358782
Tmax_so_far_23h_x,Td_mean_00_23h_x,0.909412937978217
Tmean_so_far_23h_x,climatology_tmean_doy_plus1,0.9094113583698008
climatology_tmax_doy,tmin_lag2,0.9094076314473606
Temp_min_last_6h,Td_mean_00_23h_x,0.9091942229500651
climatology_tmax_doy,tmean_lag1,0.9091708794124947
Tmax_so_far_23h_x,Td_max_00_23h_x,0.9091345961697781
climatology_tmin_doy_plus1,tmax_max7_completed,0.9089557935147605
Temp_06h_x,tmean_ma7,0.908942734391399
Tmean_so_far_23h_x,tmean_ma14_completed,0.9089344224772884
climatology_tmax_p90_doy,tmax_max7_completed,0.9088122865427012
climatology_tmax_doy_plus1,tmin_lag1,0.9087961866363299
climatology_tmax_p10_doy,tmin_lag2,0.9087526456142123
Tmean_so_far_23h_x,climatology_tmax_doy,0.9086676476980242
tmin_ma7_completed,td_ma3,0.908591935678492
Tmin_so_far_23h_x,climatology_tmax_doy_plus1,0.9085705782907133
climatology_tmax_doy,tmean_lag2,0.9084546716390828
tmean_ma7,td_ma3,0.9084371001167357
Temp_max_last_6h,tmean_lag1,0.908412600388165
climatology_tmean_doy_plus1,tmean_lag3,0.9083774368813406
climatology_tmax_p10_doy_plus1,tmin_lag1,0.908188177307184
tmin_lag3,tmax_max7_completed,0.9078608426421331
tmean_lag2,td_ma3,0.9078446366703617
tmean_lag1,tmax_max7_completed,0.9078183245174342
climatology_tmax_doy_plus1,tmean_lag1,0.9077849118921993
Tmin_so_far_23h_x,climatology_tmax_p10_doy_plus1,0.9077719140491638
Temp_mean_last_6h,Td_mean_00_23h_x,0.9076155927524545
climatology_tmax_p10_doy,tmean_lag1,0.9075443914374757
climatology_tmax_doy,tmin_lag3,0.9074174243581798
Tmean_so_far_23h_x,tmax_min7_completed,0.9074016841310685
Temp_min_last_6h,tmean_lag1,0.9073960243922409
Tmean_so_far_23h_x,climatology_tmax_doy_plus1,0.9073678412832131
Tmean_so_far_23h_x,climatology_tmax_p10_doy,0.9072371328661234
Temp_mean_last_6h,tmin_lag1,0.9072107715068503
climatology_tmax_doy,tmean_lag3,0.9071588024277969
climatology_tmax_doy_plus1,tmin_lag2,0.9071028528659998
climatology_tmax_p10_doy,tmin_lag3,0.9070486474292684
SLP_change_last_6h,SLP_change_last_12h,0.9069926224375617
Temp_21h_x,Td_mean_00_23h_x,0.9069762113976193
tmax_lag2,tmean_ma14_completed,0.9069632511242578
climatology_tmax_p10_doy,tmean_lag2,0.9068866169577576
climatology_tmax_doy_plus1,tmean_lag2,0.9068206993750453
tmin_lag2,tmax_max7_completed,0.9068060847542992
climatology_tmax_p10_doy_plus1,tmin_lag2,0.9067549463324999
climatology_tmax_p10_doy,tmax_max7_completed,0.9067522157006402
Temp_06h_x,tmin_ma7_completed,0.9066807554244787
Td_max_00_23h_x,Temp_23h_ma3,0.9066699549994972
tmax_lag1,tmax_min7_completed,0.9065475784141335
Temp_min_last_6h,tmin_lag1,0.9065053717491686
Temp_12h_x,Td_max_00_23h_x,0.9064234018382097
climatology_tmax_p90_doy_plus1,tmax_max7_completed,0.9063692699023216
climatology_tmax_p10_doy_plus1,tmean_lag1,0.9063416170478374
Tmean_so_far_23h_x,climatology_tmax_p10_doy_plus1,0.9060340947783069
climatology_tmax_p10_doy_plus1,tmax_max7_completed,0.9059899925434317
tmin_lag3,Temp_23h_ma3,0.9059670404762392
Temp_21h_x,tmean_lag1,0.9059664867252688
climatology_tmax_p10_doy,tmean_lag3,0.9059414281092514
MA_Tmax_3d_asof_23h,tmin_lag3,0.9058240935309337
Td_23h_x,Temp_21h_x,0.9057205063611136
tmean_lag3,Temp_23h_ma3,0.9057047634381095
climatology_tmax_p10_doy_plus1,tmean_lag2,0.9056624217315828
Temp_06h_x,tmax_ma7_completed,0.9054189777701243
climatology_tmax_doy_plus1,tmean_lag3,0.9052146722036644
climatology_tmax_p10_doy_plus1,tmin_lag3,0.9048292620903542
Temp_18h_x,tmin_lag1,0.9048116070049507
climatology_tmax_doy_plus1,tmin_lag3,0.9048027388669599
Temp_max_last_6h,td_ma3,0.9046170407903757
tmax_lag1,tmin_ma7_completed,0.9045522501240643
climatology_tmax_p10_doy_plus1,tmean_lag3,0.9043752330819057
Td_23h_x,Temp_mean_last_6h,0.904040252123467
Temp_21h_x,tmin_lag1,0.9039205805827895
Temp_21h_x,Td_mean_last_6h,0.903620983368021
climatology_tmin_doy_plus1,tmin_lag7,0.9036150664668195
Temp_max_last_6h,tmin_lag1,0.9036006872457507
Temp_23h_x,tmean_lag1,0.9032941805565876
Tmean_so_far_23h_x,Td_mean_last_6h,0.903240255440127
Td_min_00_23h_x,Temp_23h_ma3,0.903222001857476
Temp_min_last_6h,climatology_tmin_doy_plus1,0.9029934327950608
climatology_tmax_p90_doy,tmean_lag1,0.902719947191612
Tmin_so_far_23h_x,climatology_tmax_p90_doy,0.9027170263506011
tmax_ma7_completed,td_ma3,0.902655219285859
tmax_lag1,tmax_ma14_completed,0.9025800358321004
climatology_tmax_p90_doy,tmin_lag1,0.9025345619463724
Temp_18h_x,td_ma3,0.9024158100954186
Temp_23h_x,tmin_lag1,0.9023446474693686
Tmean_so_far_23h_x,climatology_tmax_p90_doy,0.9021427635789508
Temp_min_last_6h,Td_min_00_23h_x,0.9021324986876146
Temp_mean_last_6h,Td_mean_last_6h,0.902020343294894
Temp_min_last_6h,climatology_tmean_doy_plus1,0.9020120949464124
Temp_23h_x,Td_min_00_23h_x,0.9019041104562935
WindDir_sin_23h_x,wind_u,0.9017904220429237
Tmax_so_far_23h_x,tmean_ma3_completed,0.9017045380822946
tmin_lag1,tmin_lag3,0.9016319479234871
Temp_12h_x,tmean_ma3_completed,0.9016046469127698
climatology_tmax_p90_doy,tmean_lag2,0.901489118800614
Temp_min_last_6h,tmean_ma7,0.9014621565933133
Tmin_so_far_23h_x,tmin_lag2,0.901301551761359
Temp_mean_last_6h,climatology_tmin_doy_plus1,0.9012942884097516
Temp_min_last_6h,climatology_tmax_doy,0.9011641215420056
HR_mean_00_23h_x,HR_min_00_23h_x,0.9011038475069745
Temp_max_last_6h,Td_mean_00_23h_x,0.9010792236819303
Temp_mean_last_6h,climatology_tmean_doy_plus1,0.9010157127783133
climatology_tmax_p90_doy,tmin_lag2,0.9005454085893431
Temp_mean_last_6h,climatology_tmax_doy,0.9005047698816838
climatology_tmax_p90_doy_plus1,tmean_lag1,0.900427096500586
Temp_min_last_6h,tmean_ma3_completed,0.9002867121986871
Temp_mean_last_6h,tmean_ma3_completed,0.9002857328792709
Tmin_so_far_23h_x,climatology_tmax_p90_doy_plus1,0.9001229289229036
Tmean_so_far_23h_x,climatology_tmax_p90_doy_plus1,0.900068534738194
HR_min_00_23h_x,Temp_dewpoint_spread_mean_00_23h,-0.9009580275885074
climatology_tmin_doy_plus1,doy_cos,-0.9111312666671375
climatology_tmax_p10_doy,doy_cos,-0.9209391962965765
HR_mean_last_6h,Temp_dewpoint_spread_23h,-0.9243826286559194
climatology_tmean_doy_plus1,doy_cos,-0.9247592396654898
climatology_tmax_p10_doy_plus1,doy_cos,-0.9272768175167564
climatology_tmax_doy,doy_cos,-0.9300808549095485
climatology_tmax_doy_plus1,doy_cos,-0.9361750699353751
climatology_tmax_p90_doy,doy_cos,-0.9399048474931359
climatology_tmax_p90_doy_plus1,doy_cos,-0.9452721687115857
HR_mean_00_23h_x,Temp_dewpoint_spread_mean_00_23h,-0.9749680686910772
HR_23h_x,Temp_dewpoint_spread_23h,-0.9791645725471947
daylight_hours_plus1,doy_cos,-0.9807085517585455
daylight_hours_x,doy_cos,-0.9839070067384915
month_cos,daylight_hours_x,-0.9846335704685748
month_cos,daylight_hours_plus1,-0.9859680178523286
